cpg,chr,pos
cg18515587,chr1,151372330
cg05153293,chr1,95089203
cg10210015,chr1,111571454
cg01709798,chr5,43172997
cg00318947,chr7,27115295
cg16912005,chr1,59080422
cg02089795,chr22,17210481
cg27369096,chr5,2169655
cg25567438,chr3,183744831
cg10113031,chr1,225824799
cg00919305,chr12,130266937
cg19499736,chr7,156675634
cg12505442,chr6,29000620
cg27278861,chr3,127839198
cg01506299,chr9,111794946
cg15325154,chr7,88795808
cg11877490,chr3,129512167
cg07929763,chr2,95149823
cg17892892,chr15,101664516
cg09928474,chr21,29019968
cg19438005,chr10,3332174
cg16994082,chr5,176407966
cg09917907,chr14,51731509
cg03868139,chr2,33670971
cg27021722,chr4,22997454
cg06032906,chr20,58017312
cg12800939,chr3,113016133
cg00994894,chr8,102783636
cg18738114,chr5,90208604
cg07894497,chr13,49252433
cg20880520,chr6,111176620
cg24236714,chr7,132999182
cg08687052,chr22,32799669
cg06940574,chr1,6237068
cg20795266,chr19,5871303
cg02553302,chr6,32052063
cg20973630,chr8,54150555
cg06756315,chr20,61971106
cg23506135,chr6,31954686
cg15559188,chr16,69305910
cg19378593,chr10,26579240
cg15928016,chr10,92304614
cg03255657,chr9,72299867
cg08076814,chr3,175609037
cg19196893,chr14,53144241
cg17888087,chr14,99333471
cg11615257,chr10,119062006
cg26087263,chr12,2770575
cg18229280,chr8,135743784
cg19679501,chr5,171282935
cg06171849,chr5,117682180
cg08844463,chr1,39717394
cg18969117,chr1,226082216
cg12133004,chr12,48482377
cg01718380,chr3,124266674
cg07324721,chr1,113983942
cg15250677,chr2,2877503
cg11780196,chr2,239195812
cg21929723,chr6,7647656
cg06510816,chr11,12854086
cg11857626,chr3,51875612
cg02124773,chr9,126990417
cg22007739,chr1,155335538
cg17514098,chr12,124817568
cg02852174,chr1,46316736
cg18088414,chr9,19452009
cg23439364,chr18,2875691
cg14461687,chr6,7284534
cg26957110,chr8,4997929
cg26167029,chr4,38084082
cg06723012,chr19,40244760
cg07498919,chr2,172926861
cg26737053,chr7,17992471
cg08130300,chr17,61160471
cg06537744,chr19,58084301
cg13583925,chr5,135884004
cg04004305,chr10,25522329
cg00164894,chr1,55069925
cg03293647,chr15,89306219
cg12205241,chr1,5947198
cg26348343,chr1,234223036
cg17478075,chr19,54093821
cg02956644,chr3,11060193
cg21797223,chr5,11242547
cg17736819,chr6,133461882
cg07763699,chr12,27752804
cg22489759,chr19,18461890
cg17467509,chr1,182869649
cg09788762,chr1,3417537
cg09233205,chr3,45474025
cg19037539,chr5,107676060
cg06584433,chr10,122846389
cg14958572,chr20,57123560
cg04544043,chr5,56942660
cg07929480,chr1,116810488
cg02722625,chr3,52692608
cg08476493,chr20,23244591
cg13958583,chr8,100761837
cg07064689,chr10,43424460
cg10242476,chr3,46577874
cg20168704,chr3,101857076
cg17094160,chr6,33265380
cg13915219,chr3,43102593
cg01259871,chr22,41543252
cg20193839,chr8,60921942
cg14429846,chr10,74231417
cg22939751,chr12,42030748
cg00357819,chr22,46638971
cg07994487,chr16,1548865
cg06539962,chr3,132315997
cg00852844,chr9,86563664
cg09001973,chr10,101034664
cg10964756,chr17,79983775
cg16654874,chr1,110454879
cg19657376,chr15,49133957
cg01780171,chr2,235192044
cg08598988,chr3,123447573
cg23120345,chr4,108594551
cg01574823,chr12,15547459
cg17559206,chr16,3832425
cg04835733,chr12,80702930
cg11682113,chr16,48167312
cg02233606,chr12,48809234
cg21581865,chr1,32316731
cg08364820,chr13,21421255
cg06839731,chr7,50302704
cg26160150,chr18,15168616
cg01455446,chr4,139139982
cg03102516,chr2,96505646
cg09639369,chr14,92448597
cg10784299,chr6,97702152
cg21159961,chr20,4715090
cg13515917,chr10,132999951
cg18602451,chr12,30735195
cg19458893,chr19,42301170
cg07180674,chr11,103088494
cg09323350,chr1,64147575
cg27160425,chr7,111474507
cg09529851,chr3,71733216
cg26783404,chr3,115627252
cg27483317,chr10,129719160
cg07705327,chr9,133092517
cg15277173,chr20,23100447
cg05316492,chr2,70509730
cg10420966,chr10,113053054
cg11313039,chr3,14159731
cg10215460,chr10,129558136
cg09595238,chr4,25361606
cg19489804,chr14,50774104
cg11574904,chr1,24675235
cg06000584,chr10,67807298
cg02247378,chr6,3880778
cg06373779,chr8,11056188
cg10115087,chr20,36106448
cg10103235,chr2,88713343
cg25425074,chr17,44141544
cg11990948,chr12,88931666
cg21855200,chr12,7715093
cg14281315,chr1,167409309
cg19109130,chr8,96257921
cg24712244,chr13,89393593
cg24222324,chr13,42571278
cg13529245,chr4,87207322
cg06228183,chr8,127083301
cg26065534,chr13,25588177
cg00806871,chr13,112530562
cg02669162,chr11,23404467
cg20208787,chr9,78254433
cg09640001,chr22,49514732
cg17243872,chr3,189022959
cg09588157,chr12,54232984
cg18163543,chr5,115427158
cg03504005,chr17,44677762
cg21791657,chr15,70082119
cg13758860,chr9,134582772
cg13259502,chr7,156614846
cg10541690,chr3,49023497
cg10141013,chr2,173352785
cg07628784,chr7,7761955
cg01921818,chr13,113452029
cg23970740,chr3,171199887
cg07779296,chr21,43603260
cg21241989,chr9,839126
cg10322573,chr14,89441534
cg24531568,chr12,76319966
cg10501049,chr6,105182448
cg22125112,chr3,69353660
cg03611711,chr6,5157871
cg16448636,chr7,21169890
cg16593845,chr22,22733665
cg23536830,chr15,90619644
cg27206379,chr9,15744461
cg14500422,chr12,131242668
cg25435435,chr18,80202924
cg08693424,chr1,24779740
cg25103393,chr5,81069179
cg23056437,chr7,100033276
cg00954306,chr12,115076374
cg16284460,chr6,149424088
cg06936956,chr10,133296032
cg27325741,chr16,80852695
cg16510650,chr16,75268904
cg11942570,chr17,39014093
cg03205238,chr2,127682479
cg08857656,chr20,37758380
cg05221289,chr18,31737114
cg09546902,chr6,108656216
cg01554231,chr11,1242062
cg02537774,chr1,115210420
cg04152412,chr1,72280102
cg18452756,chr17,56957203
cg16185661,chr1,202138399
cg24471818,chr20,31502911
cg15107554,chr10,97616295
cg14032261,chr1,211735963
cg06065802,chr16,12436050
cg16746567,chr3,32840333
cg08390352,chr7,1088032
cg26430588,chr3,75363715
cg22795764,chr2,241199363
cg00941824,chr6,148413554
cg05868449,chr4,112649200
cg18113757,chr12,12443719
cg07837124,chr9,123001039
cg12306833,chr3,50189956
cg01172766,chr7,2762098
cg08460326,chr16,2445217
cg10716112,chr12,56229460
cg00646244,chr5,37322081
cg10862018,chr15,72784705
cg08209336,chr2,127651694
cg26085932,chr17,1144327
cg21912212,chr2,66553561
cg03586004,chr9,123175857
cg05360806,chr11,58178258
cg05049230,chr12,9203682
cg04604420,chr7,100704912
cg26422752,chr8,117868176
cg05106778,chr8,96586192
cg01829399,chr20,53230542
cg08716087,chr19,37741368
cg02738338,chr14,61342200
cg03541791,chr6,28861619
cg27450119,chr1,204616056
cg13040816,chr6,30713312
cg10442442,chr2,127034624
cg16386673,chr22,35380191
cg08591741,chr1,248045669
cg06373377,chr1,43360074
cg10952495,chr19,31301461
cg14128411,chr2,1923135
cg16014568,chr7,108172134
cg02439266,chr7,27110423
cg02542257,chr16,3653272
cg15537567,chr4,23015657
cg26196971,chr8,37878871
cg06057946,chr20,4820109
cg13454796,chr20,64171491
cg11263228,chr7,155254382
cg24030620,chr12,132808301
cg02558993,chr1,232164555
cg09815261,chr11,17642711
cg19044462,chr17,41249022
cg22359642,chr22,28142299
cg22523351,chr8,58641457
cg23942526,chr7,27842979
cg05429445,chr11,67402413
cg20156999,chr1,248860086
cg20161468,chr12,126359116
cg19694703,chr13,30173439
cg01042564,chr4,146224523
cg23923064,chr15,74526451
cg08781365,chr16,85286466
cg01632803,chr19,48387902
cg23245895,chr4,180041984
cg01225788,chr8,69492279
cg09015271,chr2,85781003
cg21716438,chr6,73264584
cg04788769,chr2,102184144
cg27574646,chr21,37004704
cg11791507,chr19,53268033
cg27346614,chr12,56308598
cg20795357,chr7,5619838
cg01591973,chr19,37092381
cg14462566,chr16,72959891
cg05840514,chr22,37858371
cg03118021,chr6,1837921
cg18599438,chr4,102731322
cg02903680,chr15,84982967
cg01516958,chr18,61629263
cg06893812,chr12,130711833
cg16096737,chr6,134636676
cg22482014,chr5,1086980
cg16831290,chr8,47413237
cg26123655,chr11,117822007
cg24444091,chr21,26090225
cg21726890,chr1,183290822
cg01984445,chr14,22564243
cg03343404,chr1,113681760
cg27350255,chr10,34826111
cg17742143,chr3,27292890
cg15739613,chr8,37518006
cg13244538,chr7,106757246
cg13011973,chr8,41977301
cg02090308,chr16,27438050
cg03945823,chr5,133042232
cg25028423,chr2,63919975
cg01781251,chr17,75951486
cg01384487,chr1,231923798
cg19704462,chr16,68315788
cg01201333,chr11,62792505
cg14593237,chr9,131831805
cg19496158,chr5,3489486
cg16045595,chr17,17147136
cg09394127,chr2,33485803
cg08463157,chr1,24097328
cg16779158,chr1,23044591
cg17241876,chr7,138187316
cg16246633,chr16,49664986
cg13581027,chr10,20957446
cg20149935,chr5,62475665
cg11722553,chr12,10676563
cg27485810,chr19,6042246
cg23630973,chr16,68736743
cg13988652,chr5,180807518
cg02795334,chr10,117899645
cg12418049,chr6,47149039
cg16571372,chr15,88602348
cg03269320,chr16,85351715
cg13819609,chr9,22203745
cg07769188,chr19,11397734
cg05607531,chr2,239337840
cg20562630,chr4,79408270
cg00474549,chr3,187989586
cg20345128,chr2,27104751
cg14193314,chr9,128325701
cg11626882,chr10,80218719
cg06953608,chr18,62141806
cg01497664,chr6,31208395
cg11855693,chr12,96238773
cg16912244,chr14,66379312
cg10906088,chr10,70162042
cg22310229,chr19,17301018
cg10907727,chr6,85614585
cg03777288,chr12,13564099
cg10732834,chr18,45918827
cg26201819,chr18,45255415
cg13635184,chr7,149206034
cg00429618,chr9,97200068
cg14672470,chr5,116496025
cg13882837,chr22,25659379
cg04934757,chr7,22724411
cg16128859,chr3,62145419
cg07946776,chr15,89320856
cg05937180,chr1,153298742
cg04036015,chr9,88415195
cg26738728,chr1,150362912
cg24021343,chr3,170308955
cg19973291,chr11,34343289
cg05429094,chr16,1627597
cg07587250,chr1,110187682
cg00997054,chr3,32862799
cg06152029,chr22,27540212
cg13161831,chr5,160420111
cg23981116,chr5,167661719
cg17635041,chr10,63125714
cg16404281,chr6,150937773
cg27158605,chr2,168685454
cg19501858,chr2,106876713
cg18053628,chr13,102642609
cg04192168,chr15,64514542
cg17092420,chr8,123355693
cg22578866,chr12,56639499
cg22767348,chr4,4667757
cg10190339,chr5,143450239
cg02629157,chr9,135778763
cg27591155,chr10,129840320
cg14151995,chr11,17771982
cg12045156,chr17,69523566
cg12618624,chr3,171842221
cg08945533,chr18,741887
cg27081339,chr2,205888040
cg24450180,chr3,47849790
cg14405300,chr2,88127508
cg05047014,chr10,97749346
cg09147400,chr16,48235908
cg15146039,chr10,28724107
cg17615565,chr11,11432718
cg07040598,chr11,17414155
cg05710090,chr12,34289770
cg14879094,chr1,184892343
cg03985630,chr9,114049674
cg26491991,chr6,157515425
cg14014593,chr3,102190555
cg18063486,chr4,1511239
cg09371890,chr11,67021268
cg11944324,chr11,1275306
cg04603369,chr11,59862827
cg01241065,chr4,77564141
cg14801518,chr11,128689180
cg18829969,chr7,17090930
cg01636821,chr7,3952960
cg02921095,chr9,131066677
cg03253385,chr12,14972524
cg18244589,chr22,37835586
cg26153885,chr21,34363219
cg18519445,chr16,55556503
cg13563762,chr13,42051366
cg23826851,chr8,23743977
cg26471172,chr10,21663235
cg10334976,chr10,133365187
cg00245802,chr9,129443108
cg25934198,chr9,137026329
cg21268223,chr1,45523238
cg15680307,chr6,134207706
cg02771034,chr3,50182688
cg12833478,chr17,58191991
cg24860036,chr14,72774010
cg04252562,chr12,54892240
cg15266432,chr12,49924472
cg17569235,chr4,75916020
cg25220869,chr9,15936689
cg26595564,chr18,57863931
cg14100109,chr20,56607067
cg04530666,chr10,3717361
cg06075167,chr15,98922394
cg10076395,chr7,140401634
cg00501882,chr13,105195850
cg04064060,chr5,33612167
cg13349591,chr14,51491518
cg20502080,chr14,72671166
cg01922838,chr8,28016704
cg03871162,chr6,17611128
cg22491683,chr17,64668121
cg04214961,chr5,157385159
cg23258703,chr7,129142309
cg14764956,chr8,8381828
cg04585452,chr22,41398791
cg05955535,chr1,27514425
cg12204155,chr10,113819684
cg11394218,chr5,140785854
cg13132267,chr2,207122265
cg27205798,chr12,29520944
cg19432505,chr4,176269086
cg27451114,chr6,13773228
cg12121244,chr8,6616049
cg23540250,chr10,70618002
cg14552905,chr6,26373079
cg26565443,chr12,166399
cg12550146,chr8,718151
cg01499820,chr6,143792898
cg06398127,chr13,42259082
cg14218621,chr9,132544224
cg00430242,chr7,98752981
cg07508081,chr1,161224619
cg03768785,chr5,172362942
cg27174420,chr16,15727046
cg00083072,chr11,65647719
cg09783596,chr20,63822299
cg09057569,chr18,13410245
cg17846621,chr17,80139201
cg08365046,chr4,176326384
cg14067233,chr9,87283132
cg12810264,chr10,42833644
cg05290572,chr18,58255890
cg16650800,chr2,170782488
cg07197130,chr3,45555214
cg16150416,chr4,116705953
cg03331344,chr1,94196894
cg22875855,chr5,120831720
cg21116846,chr5,17354395
cg08162866,chr6,42532010
cg05062409,chr15,62895362
cg19469802,chr9,114610459
cg00053586,chr12,16401560
cg17498635,chr11,9428392
cg25397895,chr11,14529986
cg17523991,chr12,53298861
cg01696060,chr17,67740189
cg23607917,chr17,69228835
cg18688585,chr12,48421317
cg22602895,chr11,118704039
cg14576118,chr12,12311557
cg00509076,chr14,50518696
cg19933343,chr17,73245233
cg15918160,chr5,126850588
cg16052901,chr6,33273087
cg27520431,chr7,141737548
cg05002598,chr22,29817172
cg25100244,chr3,9930917
cg07518851,chr10,133224942
cg24707684,chr6,5581910
cg18188235,chr2,33293191
cg00697378,chr1,63537163
cg25065440,chr2,166465673
cg15091333,chr7,101265519
cg22368624,chr6,169501818
cg23251279,chr7,90563303
cg15476249,chr11,113334876
cg20890070,chr20,59852881
cg01910366,chr9,9798751
cg06602009,chr19,57849039
cg13139684,chr4,10497921
cg27014105,chr9,127611442
cg21804642,chr16,2789431
cg07202441,chr14,75572577
cg09307830,chr7,20615447
cg25117809,chr6,162478029
cg04902838,chr7,3957258
cg27483148,chr11,10489646
cg26232857,chr10,82969989
cg12961392,chr6,53978220
cg06087739,chr18,928068
cg07505140,chr9,81539287
cg24516399,chr2,233288451
cg02488995,chr5,180168938
cg00707190,chr19,50643027
cg27089330,chr3,44686275
cg23929713,chr11,85287314
cg04398416,chr10,3556294
cg22926670,chr3,138824234
cg08949269,chr20,32855492
cg14347923,chr15,59690862
cg22175046,chr7,37740162
cg15625485,chr17,2413240
cg15965911,chr1,161401118
cg26403498,chr3,40238302
cg01983216,chr1,244054260
cg03190578,chr3,13476397
cg27271776,chr21,32270967
cg23381738,chr21,34123917
cg24272559,chr1,166603479
cg04924300,chr11,111829820
cg26109638,chr5,56270172
cg23824488,chr4,27001584
cg04143946,chr10,109972049
cg01331791,chr1,3157679
cg14623042,chr14,102898520
cg18055780,chr19,35699077
cg06868580,chr1,18293323
cg25467233,chr19,17822973
cg24107465,chr2,59733472
cg20668177,chr6,133896657
cg01968054,chr9,38488418
cg07769277,chr10,133282303
cg12294454,chr1,182445963
cg27501522,chr17,17081308
cg15596263,chr2,20674842
cg08331946,chr3,99824277
cg00978893,chr12,24829851
cg17851563,chr19,18132379
cg17104615,chr6,116403889
cg07506503,chr9,34318829
cg06412839,chr3,12267597
cg24214379,chr6,130021485
cg03667429,chr14,73714849
cg19119393,chr3,129795844
cg02577240,chr2,40512798
cg04439663,chr11,47173823
cg10329331,chr13,28564889
cg07207551,chr21,38907957
cg11030829,chr1,36487157
cg21247702,chr18,2826622
cg01878356,chr19,5016566
cg13624534,chr19,1531842
cg01080781,chr1,2185158
cg04042248,chr2,11073935
cg06833672,chr1,202483790
cg08872891,chr8,145050494
cg14353208,chr7,155781151
cg19373091,chr11,27351474
cg12125567,chr14,24862049
cg00585742,chr6,159798759
cg03320783,chr12,112992931
cg13384996,chr17,14834906
cg12439232,chr6,33909514
cg04636221,chr13,111213919
cg04404956,chr14,29736366
cg08533711,chr5,68074203
cg20591131,chr11,11244038
cg26419494,chr1,165425304
cg05552956,chr1,109167093
cg06004166,chr12,132525550
cg02550545,chr2,201906371
cg02021180,chr3,66011234
cg06669216,chr2,204956775
cg17682825,chr12,108541392
cg11914650,chr11,1456481
cg08199344,chr16,75629512
cg03033001,chr2,70542035
cg08406082,chr12,5269130
cg17399647,chr6,42263422
cg02229724,chr8,132799325
cg07885166,chr16,75478718
cg25165821,chr5,41187516
cg16370025,chr5,68377902
cg11828820,chr1,33472045
cg19289870,chr15,76862520
cg06976209,chr3,15416021
cg24340476,chr19,7213602
cg00909401,chr2,43101519
cg04563215,chr1,39235324
cg11994854,chr2,217142845
cg26561631,chr15,99426628
cg21494536,chr22,22719455
cg02243249,chr13,41614317
cg21536760,chr16,58192930
cg23877497,chr6,158417911
cg16748713,chr1,167052432
cg10252267,chr5,17713606
cg08173820,chr1,100423183
cg18458131,chr8,97276388
cg14056065,chr6,31594459
cg26490070,chr8,134367838
cg18938709,chr15,80967640
cg09592419,chr11,118650474
cg14264942,chr11,25970996
cg04011767,chr6,110307691
cg10458494,chr10,133164477
cg08090691,chr8,121677838
cg09023660,chr1,91862938
cg24069962,chr2,46164590
cg18322631,chr13,110982322
cg25399148,chr8,140407042
cg19188632,chr2,3654891
cg12155841,chr5,32125423
cg18165941,chr17,33522800
cg21533958,chr8,37795859
cg10790394,chr4,16038753
cg09542077,chr14,22535286
cg22298265,chr8,1025286
cg24677395,chr2,24048916
cg16456371,chr6,41802363
cg09370245,chr9,125354748
cg18869611,chr10,133060274
cg05101347,chr2,3194125
cg24601355,chr18,75087929
cg17754362,chr2,20352355
cg11001890,chr5,133848511
cg02365040,chr5,170742369
cg15138238,chr20,3174843
cg20805956,chr8,42858856
cg10997500,chr13,113320673
cg15161050,chr12,125016154
cg13918948,chr10,615448
cg00124525,chr9,88742319
cg22194396,chr11,71709421
cg27497487,chr19,58046068
cg23362884,chr10,110645216
cg23198580,chr14,53168724
cg12976905,chr13,100510694
cg27562357,chr12,131231204
cg17799040,chr2,234369059
cg07739514,chr1,47400032
cg01836943,chr12,23114890
cg21823733,chr1,76317299
cg05962763,chr3,155293890
cg25234988,chr12,538018
cg19513987,chr7,2065808
cg01914248,chr6,63272878
cg13689068,chr8,1202941
cg23229777,chr20,38924832
cg15564547,chr15,75907825
cg21993298,chr3,11568211
cg07288204,chr1,150306013
cg22518157,chr4,36209101
cg26065799,chr11,122221120
cg05515561,chr8,134544260
cg26175483,chr6,163342269
cg20590105,chr6,80442086
cg18528621,chr17,62807793
cg26886909,chr1,111317129
cg07123579,chr3,66738772
cg07913923,chr16,29074942
cg05812599,chr11,72435212
cg12854242,chr15,99714925
cg18969008,chr2,10304890
cg21653097,chr4,73871442
cg02650313,chr10,102965024
cg26464840,chr6,135634951
cg26720817,chr3,55625865
cg17816989,chr3,39479721
cg09944655,chr8,141270995
cg11745208,chr19,17517713
cg06120379,chr3,197630988
cg12811575,chr8,108292402
cg09108318,chr3,72945791
cg18333018,chr12,106078766
cg22747802,chr11,68650165
cg18090902,chr4,180961276
cg14570958,chr17,77036719
cg19311863,chr1,203485101
cg14577066,chr18,5290100
cg00465277,chr16,86087787
cg16072374,chr8,64240435
cg08866865,chr2,200309174
cg23486982,chr17,41912784
cg15210127,chr18,58481385
cg17489280,chr2,218501186
cg04298189,chr17,27629200
cg04561512,chr1,214646495
cg16573251,chr12,122896684
cg13458875,chr9,136451022
cg17137122,chr5,11589727
cg15560790,chr16,81584173
cg09472495,chr1,93880549
cg23860365,chr10,48691316
cg13610422,chr19,42075129
cg16538682,chr7,122443005
cg14480444,chr7,100885735
cg21820127,chr1,154772168
cg11423008,chr22,26714264
cg12630496,chr18,12906148
cg03319948,chr20,50168425
cg10862558,chr2,74381375
cg08061935,chr1,156296421
cg02498227,chr12,6084784
cg16431802,chr4,8504267
cg25037907,chr14,91716397
cg19222814,chr5,110686384
cg18413884,chr17,49443987
cg21590666,chr12,84913656
cg08709338,chr18,8423111
cg12688739,chr10,130074567
cg12208777,chr19,18074473
cg08255211,chr16,6017800
cg24026690,chr18,78520877
cg12257588,chr18,61949399
cg01531445,chr1,119450204
cg07814664,chr5,1938505
cg23982502,chr5,55646058
cg08964616,chr2,104686097
cg22572820,chr3,126835893
cg11205330,chr7,73686673
cg01179769,chr13,45168675
cg03353474,chr6,32165773
cg23483886,chr5,1476159
cg21808087,chr2,64773630
cg02255892,chr17,44831547
cg21328387,chr16,30846869
cg01567259,chr9,110303631
cg04568295,chr17,81919258
cg23879369,chr19,8509546
cg27638036,chr16,85590770
cg09711899,chr17,5594208
cg08392499,chr11,120748013
cg15055553,chr12,1588240
cg15431612,chr5,143251351
cg22041590,chr2,157891343
cg11247565,chr8,119915549
cg20112040,chr22,19899268
cg12522224,chr12,93625473
cg15889729,chr9,127898120
cg05825106,chr5,132835650
cg13676706,chr12,127459903
